work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_size,employee_continent,company_continent,is_colocated
2022,2,FT,75000,FullRemote,S,NA,NA,1
2020,2,FT,20000,NoRemote,S,NA,NA,1
2022,1,CT,30533,FullRemote,M,AF,EU,0
2021,2,FT,69999,HalfRemote,L,EU,EU,1
2022,1,FT,55591,FullRemote,M,AS,EU,0
2022,2,FT,62119,NoRemote,L,EU,EU,1
2022,3,FT,152500,FullRemote,M,NA,NA,1
2022,1,FT,120000,FullRemote,L,NA,NA,1
2022,2,FT,135000,FullRemote,L,NA,NA,1
2022,3,FT,405000,FullRemote,L,NA,NA,1
2021,3,FT,150000,NoRemote,L,NA,NA,1
2021,3,FT,240000,NoRemote,L,NA,NA,1
2021,2,FT,135000,FullRemote,L,NA,NA,1
2021,1,FT,80000,FullRemote,M,NA,NA,1
2022,3,FT,380000,FullRemote,L,NA,NA,1
2022,2,FT,120221,NoRemote,L,EU,EU,1
2022,3,FT,177000,FullRemote,L,NA,NA,1
2022,2,FT,65278,FullRemote,M,EU,EU,1
2022,2,FT,48000,FullRemote,S,EU,NA,0
2022,1,FT,20000,NoRemote,M,AS,AS,1
2021,3,FT,220000,NoRemote,L,NA,NA,1
2021,2,FT,77364,HalfRemote,S,AS,AS,1
2021,2,FT,63711,HalfRemote,S,AS,AS,1
2022,1,FT,150000,FullRemote,S,OC,OC,1
2021,2,FT,90000,FullRemote,M,NA,NA,1
2022,2,FL,100000,FullRemote,M,NA,NA,0
2021,1,FT,100000,NoRemote,S,NA,NA,1
2022,1,PT,100000,HalfRemote,M,AF,AF,1
2022,3,FT,144000,HalfRemote,L,NA,NA,1
2022,3,FT,155825,FullRemote,M,EU,EU,1
2021,3,FT,24000,FullRemote,M,SA,SA,1
2021,2,FT,38400,FullRemote,M,AS,NA,0
2022,1,FT,100000,HalfRemote,L,NA,NA,1
2021,2,FT,82500,FullRemote,S,NA,NA,1
2021,1,FT,49646,HalfRemote,M,EU,EU,1
2021,3,FT,40570,HalfRemote,L,AS,AS,1
2022,1,FT,120000,FullRemote,M,NA,NA,1
2022,3,FT,84229,NoRemote,M,EU,EU,1
2021,1,FT,20000,FullRemote,S,AS,AS,1
2022,1,FT,125000,NoRemote,M,NA,NA,1
2021,2,FT,9466,NoRemote,S,AS,AS,1
2021,3,FT,120000,HalfRemote,S,NA,NA,1
2021,1,PT,10354,HalfRemote,M,EU,EU,1
2021,1,FT,110037,NoRemote,L,EU,EU,1
2022,1,FT,21057,FullRemote,L,EU,EU,1
2021,1,FT,50000,FullRemote,M,NA,NA,1
2021,3,FT,200000,FullRemote,M,NA,NA,1
2021,2,FT,60000,HalfRemote,M,EU,EU,0
2021,2,FT,200000,FullRemote,L,NA,NA,1
2021,1,FT,100000,HalfRemote,S,AS,AS,1
2021,2,FT,100000,FullRemote,L,NA,NA,1
2021,3,FT,82744,HalfRemote,M,EU,EU,1
2020,2,FT,59303,FullRemote,S,EU,EU,1
2021,2,FT,62649,HalfRemote,M,EU,EU,1
2021,2,FT,82528,FullRemote,L,EU,EU,1
2021,2,FT,170000,FullRemote,L,NA,NA,1
2021,2,FT,150000,FullRemote,L,NA,NA,1
2021,1,FT,55000,HalfRemote,S,NA,NA,1
2021,4,FT,250000,NoRemote,L,NA,NA,1
2021,1,FT,80000,FullRemote,L,NA,NA,1
2020,1,FT,70000,FullRemote,L,NA,NA,1
2021,4,FT,130026,HalfRemote,M,EU,EU,1
2021,1,FT,63831,HalfRemote,L,EU,EU,1
2020,3,FT,68428,FullRemote,L,EU,NA,0
2021,4,FT,85000,NoRemote,M,EU,EU,1
2021,4,FT,230000,HalfRemote,L,EU,EU,1
2021,1,FT,125000,FullRemote,S,NA,NA,1
2021,3,FT,120000,FullRemote,M,NA,NA,1
2020,2,FT,450000,NoRemote,M,NA,NA,1
2020,2,FT,46759,HalfRemote,L,EU,EU,1
2020,2,FT,74130,HalfRemote,L,EU,EU,1
2021,3,FT,127221,HalfRemote,L,NA,NA,1
2021,3,FT,144000,FullRemote,L,NA,NA,1
2021,1,FT,13400,FullRemote,L,EU,EU,1
2021,2,FT,75774,FullRemote,L,NA,NA,1
2021,2,FT,150000,FullRemote,M,NA,NA,1
2020,2,FT,103000,FullRemote,L,NA,NA,1
2021,3,FT,153000,FullRemote,L,NA,NA,1
2021,2,FT,90000,FullRemote,L,NA,NA,1
2021,1,FT,90000,FullRemote,S,NA,NA,1
2021,1,FT,60000,FullRemote,S,NA,NA,1
2021,2,FT,50000,FullRemote,L,AF,AF,1
2021,1,PT,12000,FullRemote,M,AS,NA,0
2021,2,PT,5409,HalfRemote,M,AS,AS,1
2021,2,CT,270000,FullRemote,L,NA,NA,1
2021,2,FT,54238,HalfRemote,L,EU,NA,0
2021,2,FT,47282,FullRemote,S,EU,EU,1
2021,4,FT,153667,FullRemote,L,EU,EU,0
2021,2,FT,28476,FullRemote,L,EU,EU,1
2021,2,FT,110000,FullRemote,L,NA,NA,1
2021,1,FT,82528,HalfRemote,L,EU,EU,1
2020,1,FT,250000,HalfRemote,L,NA,NA,1
2021,1,FT,59102,HalfRemote,M,EU,EU,1
2021,3,FT,80000,FullRemote,S,EU,NA,0
2020,1,FT,10000,FullRemote,S,AF,AF,1
2020,1,FT,138000,FullRemote,S,NA,NA,1
2021,2,FT,140000,FullRemote,L,NA,NA,1
2021,3,FT,79197,FullRemote,L,EU,EU,1
2021,3,FT,170000,FullRemote,L,NA,NA,1
2021,1,FT,80000,FullRemote,M,NA,NA,1
2020,2,FT,45760,FullRemote,S,AS,NA,0
2021,2,FT,100000,FullRemote,M,NA,NA,1
2021,3,FT,53192,HalfRemote,L,EU,EU,1
2021,4,FT,235000,FullRemote,L,NA,NA,1
2021,4,FT,150000,FullRemote,L,AS,NA,0
2020,4,FT,79833,HalfRemote,L,EU,EU,1
2021,1,FT,225000,FullRemote,L,NA,NA,1
2021,1,FT,76833,FullRemote,S,EU,EU,1
2020,2,FT,50180,NoRemote,M,EU,EU,1
2021,3,FT,88654,FullRemote,L,EU,EU,0
2021,3,FT,103160,FullRemote,S,EU,EU,1
2021,3,FT,113476,FullRemote,M,EU,EU,1
2021,3,FT,94564,HalfRemote,L,EU,EU,1
2021,1,FT,30428,FullRemote,L,AS,AS,1
2021,3,FT,150000,FullRemote,M,NA,NA,1
2021,3,FT,115000,FullRemote,S,NA,NA,1
2021,2,FT,187442,FullRemote,L,NA,NA,1
2021,2,FT,51519,HalfRemote,L,EU,EU,1
2020,2,FT,106000,FullRemote,L,NA,NA,1
2020,2,FT,112872,HalfRemote,L,EU,EU,1
2021,2,FT,36259,HalfRemote,L,EU,NA,0
2021,3,FT,150000,FullRemote,L,NA,NA,1
2020,1,PT,15966,FullRemote,S,EU,EU,1
2021,2,FT,95746,FullRemote,S,EU,NA,0
2021,1,FT,70000,FullRemote,M,NA,NA,1
2021,2,FT,450000,FullRemote,L,NA,NA,1
2020,2,FT,76958,FullRemote,S,EU,EU,1
2021,2,FT,89294,HalfRemote,L,AS,AS,1
2021,1,FT,29751,HalfRemote,L,AS,AS,1
2021,3,FT,276000,NoRemote,L,NA,NA,1
2020,3,FT,188000,FullRemote,L,NA,NA,1
2021,3,FT,160000,FullRemote,S,SA,NA,0
2020,2,FT,105000,FullRemote,L,NA,NA,1
2021,2,FT,200000,FullRemote,L,NA,NA,1
2021,3,FT,174000,FullRemote,L,NA,NA,1
2021,2,FT,93000,FullRemote,L,NA,NA,1
2021,1,FT,28399,FullRemote,M,AS,AS,1
2021,3,FT,60757,HalfRemote,L,EU,EU,1
2021,1,FT,90000,FullRemote,S,NA,NA,1
2020,2,FT,70139,HalfRemote,L,EU,EU,1
2020,1,FT,6072,NoRemote,S,AS,AS,1
2020,3,FT,33511,NoRemote,S,NA,NA,1
2021,3,FT,170000,FullRemote,M,NA,NA,1
2021,3,FT,96282,HalfRemote,L,EU,EU,1
2021,2,FT,12103,NoRemote,M,AS,AS,1
2021,1,FT,36643,HalfRemote,L,EU,EU,1
2021,2,FT,72212,HalfRemote,L,EU,EU,1
2020,1,FT,91000,FullRemote,L,NA,NA,1
2021,3,FT,99703,HalfRemote,M,NA,NA,1
2021,3,FT,165000,FullRemote,L,NA,NA,1
2021,2,FT,80000,FullRemote,L,NA,NA,1
2021,3,FT,103691,FullRemote,L,NA,NA,1
2021,1,FT,21637,HalfRemote,M,AS,AS,1
2020,1,FT,42000,HalfRemote,L,EU,EU,1
2020,2,FT,115000,NoRemote,L,AS,AS,1
2021,2,FT,63810,FullRemote,M,NA,NA,1
2020,3,FT,260000,NoRemote,S,AS,AS,1
2021,2,FT,110000,NoRemote,S,NA,NA,1
2021,2,FT,180000,FullRemote,L,NA,NA,1
2021,3,FT,200000,FullRemote,L,NA,NA,1
2020,3,FT,109024,HalfRemote,M,EU,EU,1
2021,3,FT,200000,FullRemote,L,NA,NA,1
2021,3,FT,256000,FullRemote,S,NA,NA,1
2021,2,FT,110000,FullRemote,L,NA,NA,1
2020,2,FT,79833,NoRemote,L,EU,EU,1
2021,1,FT,72500,FullRemote,L,NA,NA,1
2021,3,FT,185000,HalfRemote,L,NA,NA,1
2021,2,PT,69741,FullRemote,L,EU,EU,1
2021,1,FT,100000,NoRemote,L,EU,AS,0
2021,2,FT,112000,FullRemote,L,NA,NA,1
2020,3,FT,150000,HalfRemote,L,NA,NA,1
2021,3,FT,20171,HalfRemote,L,AS,AS,1
2021,3,FT,55000,FullRemote,L,EU,EU,1
2021,1,FT,58000,HalfRemote,L,NA,NA,1
2021,1,FT,100000,FullRemote,M,NA,NA,1
2021,3,FT,77684,HalfRemote,M,EU,EU,1
2021,1,FT,85000,FullRemote,S,EU,EU,0
2021,1,FT,76833,NoRemote,L,EU,EU,1
2021,3,CT,105000,FullRemote,M,NA,NA,1
2020,1,FT,72000,FullRemote,L,NA,NA,1
2021,1,FT,65013,HalfRemote,M,EU,EU,1
2021,2,FT,28016,FullRemote,M,AS,AS,1
2021,2,FT,111775,NoRemote,M,NA,NA,1
2021,2,FT,93150,NoRemote,M,NA,NA,1
2021,3,FT,160000,HalfRemote,S,NA,NA,0
2021,2,FT,25532,FullRemote,S,EU,EU,0
2021,3,FT,66265,NoRemote,L,AS,AS,1
2021,2,FT,16904,FullRemote,S,AS,AS,1
2021,3,FT,63831,HalfRemote,L,EU,EU,1
2020,3,FT,190000,FullRemote,S,NA,NA,1
2021,4,FT,141846,NoRemote,L,EU,EU,1
2021,1,FT,16228,FullRemote,L,AS,AS,1
2021,3,FT,71786,FullRemote,M,NA,NA,1
2020,2,FT,35735,HalfRemote,L,EU,EU,1
2021,3,FT,135000,NoRemote,L,NA,NA,1
2021,1,FT,24823,HalfRemote,M,EU,EU,1
2021,3,FT,54094,HalfRemote,L,AS,NA,0
2021,3,FT,24342,FullRemote,L,AS,AS,1
2021,1,FT,9272,FullRemote,S,AF,AF,1
2021,2,FT,147000,HalfRemote,L,NA,NA,1
2021,3,FT,96113,HalfRemote,L,NA,NA,1
2021,3,FT,174000,FullRemote,L,NA,NA,1
2020,2,FT,135000,FullRemote,L,NA,NA,1
2021,1,FT,21844,HalfRemote,M,SA,SA,1
2020,3,FT,125000,HalfRemote,S,OC,OC,1
2020,1,FT,51321,NoRemote,S,EU,EU,1
2020,2,FT,40481,NoRemote,L,AS,AS,1
2021,4,FT,69741,FullRemote,S,EU,EU,0
2021,3,FT,50000,FullRemote,M,AS,EU,0
2021,2,FT,4000,FullRemote,M,AS,AS,1
2020,1,FT,39916,NoRemote,M,EU,EU,1
2020,2,FT,87000,FullRemote,L,NA,NA,1
2021,2,FT,26005,NoRemote,L,EU,NA,0
2021,2,FT,90734,HalfRemote,L,EU,EU,1
2021,2,FT,22611,NoRemote,L,AS,AS,1
2021,2,FT,5679,FullRemote,S,AS,NA,0
2021,1,FT,81000,HalfRemote,S,NA,NA,1
2021,2,FT,40038,FullRemote,L,SA,SA,1
2021,2,FT,2859,NoRemote,S,NA,NA,1
2021,1,FT,90000,FullRemote,S,NA,NA,1
2021,2,FT,61467,HalfRemote,M,EU,EU,0
2021,3,FT,195000,FullRemote,M,NA,NA,1
2021,2,FT,37825,FullRemote,L,EU,EU,1
2020,2,FT,85000,FullRemote,L,NA,NA,1
2021,4,CT,416000,FullRemote,S,NA,NA,1
2021,3,FT,225000,FullRemote,L,NA,NA,0
2021,2,FT,56256,HalfRemote,L,EU,EU,1
2021,2,FT,33808,NoRemote,M,AS,AS,1
2021,2,FT,116914,HalfRemote,L,EU,EU,1
2021,2,FT,46597,FullRemote,L,EU,EU,1
2020,2,FT,8000,HalfRemote,L,AS,AS,1
2020,1,FT,41689,FullRemote,S,AS,AS,1
2020,3,FT,114047,FullRemote,S,EU,EU,0
2021,2,FT,88654,FullRemote,M,EU,EU,1
2020,1,FT,5707,HalfRemote,M,AS,AS,1
2020,2,FT,56000,FullRemote,M,EU,NA,0
2021,1,PT,28609,HalfRemote,S,EU,EU,1
2021,2,FT,88654,HalfRemote,L,EU,EU,1
2020,2,FT,43331,NoRemote,M,AS,AS,1
2020,2,FT,6072,FullRemote,L,AS,AS,1
2020,3,FT,47899,HalfRemote,L,EU,EU,1
2020,2,FT,98000,NoRemote,M,NA,NA,1
2021,2,FT,66022,HalfRemote,S,AS,EU,0
2021,2,FT,56738,HalfRemote,S,EU,EU,1
2021,2,FT,24823,HalfRemote,L,EU,EU,1
2021,3,FT,120000,NoRemote,L,NA,NA,1
2021,2,FL,20000,NoRemote,L,EU,NA,0
2020,4,FT,325000,FullRemote,L,NA,NA,1
2021,3,FT,200000,FullRemote,L,NA,NA,1
2020,1,FT,45896,HalfRemote,S,EU,EU,1
2021,2,FT,160000,FullRemote,L,NA,NA,1
2021,3,FT,50000,FullRemote,S,EU,NA,0
2021,2,FT,40189,FullRemote,M,EU,EU,1
2021,4,FT,600000,FullRemote,L,NA,NA,1
2021,2,FT,12901,NoRemote,S,SA,SA,1
2021,3,FT,165000,NoRemote,M,NA,NA,1
2021,1,FT,5882,NoRemote,L,AS,EU,0
2020,2,FT,42197,HalfRemote,S,EU,EU,1
2021,3,FT,185000,FullRemote,L,NA,NA,1
2020,1,FT,62726,HalfRemote,S,EU,EU,1
2021,2,FT,90734,HalfRemote,L,EU,EU,1
2020,1,PT,21669,HalfRemote,S,EU,EU,1
2020,2,FT,110000,FullRemote,L,NA,NA,1
2021,3,FT,140000,FullRemote,L,NA,NA,1
2020,3,FT,120000,HalfRemote,L,NA,NA,1
2021,3,FT,87738,FullRemote,S,NA,NA,1
2021,3,FT,61896,HalfRemote,L,EU,EU,1
2021,2,FL,12000,HalfRemote,M,AS,AS,1
2021,3,FT,76833,HalfRemote,S,EU,EU,0
2021,2,FT,74000,HalfRemote,S,AS,AS,1
2021,3,FT,152000,FullRemote,L,NA,EU,0
2021,2,FT,18000,NoRemote,S,EU,EU,1
2020,3,FL,60000,FullRemote,S,EU,NA,0
2021,2,FT,130000,HalfRemote,L,NA,NA,1
2021,3,FT,18907,NoRemote,M,SA,SA,1
2021,1,FT,59102,FullRemote,L,EU,EU,1
2021,3,FT,173762,FullRemote,M,EU,EU,1
2020,3,FT,148261,FullRemote,M,EU,EU,1
2020,2,FT,38776,FullRemote,M,EU,EU,1
2021,2,FT,46809,FullRemote,M,EU,EU,1
2021,1,FT,4000,NoRemote,M,AS,AS,1
2021,1,FT,18053,FullRemote,S,AS,OC,0
2020,3,FT,91237,NoRemote,S,EU,EU,1
2020,2,FT,62726,HalfRemote,S,EU,EU,0
2021,2,FT,115000,HalfRemote,L,NA,NA,1
2021,3,FT,235000,FullRemote,L,NA,NA,1
2021,2,FT,19609,FullRemote,L,AS,AS,1
2021,1,PT,12000,FullRemote,S,SA,NA,0
2021,2,FT,75000,NoRemote,L,NA,NA,1
2021,2,FT,62000,NoRemote,L,NA,NA,1
2021,2,FT,73000,NoRemote,L,NA,NA,1
2021,2,FT,45391,FullRemote,L,EU,EU,1
2020,3,FT,190200,FullRemote,M,NA,NA,1
2020,2,FT,118000,FullRemote,M,NA,NA,1
2020,2,FT,138350,FullRemote,M,NA,NA,1
2020,2,FT,130800,FullRemote,M,EU,NA,0
2020,3,FT,45618,FullRemote,S,EU,EU,1
2021,3,FT,168000,NoRemote,S,AS,AS,1
2021,2,FT,119059,FullRemote,M,AS,AS,0
2021,2,FT,423000,HalfRemote,L,NA,NA,1
2021,2,FT,28369,HalfRemote,L,EU,EU,1
2021,3,FT,165000,FullRemote,L,NA,NA,1
2020,3,FT,412000,FullRemote,L,NA,NA,1
2021,2,FT,151000,FullRemote,L,NA,NA,1
2020,1,FT,105000,FullRemote,S,NA,NA,1
2020,1,CT,100000,FullRemote,L,NA,NA,1
2021,3,FT,94665,HalfRemote,L,AS,AS,1
